,accuracy,k,n_classes_,n_features_,n_informative_,n_samples_,scale_,sim_id,strategy
0,0.8797,20,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8797,25,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,30,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,35,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,40,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,45,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,50,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,60,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,70,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,80,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,90,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,100,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,200,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8861,300,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.5185,3,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,5,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5617,10,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5556,15,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5617,20,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,25,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,30,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,35,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,40,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,45,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,50,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,60,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,70,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,80,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,90,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,100,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,200,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.5679,300,13,41,19,1613,2.1771453735370625,42.0,ds_knora_eliminate
0,0.8034,3,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,5,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,10,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,15,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,20,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,25,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,30,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,35,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,40,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,45,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,50,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,60,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,70,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,80,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,90,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,100,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,200,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.8258,300,2,78,9,1777,0.7357727508540031,43.0,ds_knora_eliminate
0,0.0256,3,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.0513,5,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.0897,10,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.0897,15,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,20,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1026,25,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1026,30,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1026,35,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1026,40,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1026,45,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,50,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,60,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,70,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,80,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,90,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,100,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,200,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.1154,300,39,98,48,778,1.082114575570159,44.0,ds_knora_eliminate
0,0.8906,3,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9219,5,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9531,10,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9583,15,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,20,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,25,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,30,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,35,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,40,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,45,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9688,50,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,60,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,70,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,80,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,90,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,100,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,200,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.9635,300,3,38,12,1920,0.8740361530536149,45.0,ds_knora_eliminate
0,0.672,3,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.736,5,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.736,10,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.744,15,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,20,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,25,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,30,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,35,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,40,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.744,45,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,50,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,60,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,70,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.752,80,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,90,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,100,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,200,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.76,300,4,79,56,1244,1.9605201624960427,47.0,ds_knora_eliminate
0,0.913,3,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,5,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,10,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,15,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,20,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,25,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,30,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,35,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,40,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,45,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,50,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,60,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,70,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,80,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,90,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,100,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,200,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.8986,300,2,3,2,689,1.8518787790387343,48.0,ds_knora_eliminate
0,0.625,3,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6562,5,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6562,10,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6719,15,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,20,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,25,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,30,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,35,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,40,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,45,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,50,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,60,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,70,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,80,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,90,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,100,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,200,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.6797,300,7,75,12,1273,0.6690561398400863,49.0,ds_knora_eliminate
0,0.1593,3,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.1593,5,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.1681,10,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,15,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,20,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,25,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,30,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,35,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,40,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,45,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,50,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,60,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,70,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,80,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,90,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,100,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,200,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
0,0.177,300,35,49,40,1124,0.7237904252773897,50.0,ds_knora_eliminate
